name,checkpoint,batches,images,missing_keys,unexpected_keys,cls_cos_to_teacher_max,cls_cos_to_teacher_mean,cls_cos_to_teacher_min,cls_cos_to_teacher_std,cls_pairwise_mse,global_patch_cos_to_teacher_max,global_patch_cos_to_teacher_mean,global_patch_cos_to_teacher_min,global_patch_cos_to_teacher_std,loss,loss_ggd,loss_gld,loss_lld,mosaic_patch_cos_to_teacher_max,mosaic_patch_cos_to_teacher_mean,mosaic_patch_cos_to_teacher_min,mosaic_patch_cos_to_teacher_std,mosaic_patch_pairwise_mse
baseline,baseline,8,288,0,0,1.0000002086162567,1.0,0.9999998360872269,7.267372348351842e-08,0.0,1.0000002980232239,1.0,0.9999997019767761,8.115902971894684e-08,7.003051280975342,3.4113032519817352,3.591748058795929,0.0,1.0000002533197403,1.0,0.9999997392296791,7.647729294291139e-08,0.0
full_epoch1,outputs/atas_vitb_imagenet_full_author/checkpoint_epoch_1.pt,8,288,0,0,0.6938867941498756,0.6626904457807541,0.6189804375171661,0.015924203558824956,0.05734386737458408,0.9471735879778862,0.6609729453921318,-0.17828130535781384,0.13285440765321255,6.758951961994171,3.3427713811397552,3.410519003868103,0.5661534816026688,0.9216622039675713,-0.03665822697803378,-0.4296919256448746,0.15808103047311306,0.5659093037247658
full_epoch6,outputs/atas_vitb_imagenet_full_author/checkpoint_epoch_6.pt,8,288,0,0,0.6747389882802963,0.6484128907322884,0.6207907125353813,0.013125551515258849,0.05610628123395145,0.8065644353628159,0.5159384794533253,-0.25101264007389545,0.12508087698370218,6.7004188895225525,3.3459975719451904,3.348660111427307,0.5761122032999992,0.5807138755917549,-0.0430332669056952,-0.5221521444618702,0.2235267274081707,0.5764013454318047
