class,iou
aeroplane,0.0
bicycle,0.0
bird,0.0006751217297278345
boat,0.007523457985371351
bottle,0.03238263726234436
bus,0.0001549244625493884
car,0.011403539218008518
cat,0.0
chair,0.0005798230413347483
cow,0.0013014412252232432
dining table,0.029652534052729607
dog,0.0003349846228957176
horse,0.02110518142580986
motorbike,0.0
person,0.21205833554267883
potted plant,0.0
sheep,0.00017311095143668354
sofa,0.009566196240484715
train,7.667805039091036e-05
tv monitor,4.179077677690657e-06
