class,iou
aeroplane,0.0
bicycle,0.0
bird,0.0003571119159460068
boat,0.007070302031934261
bottle,0.02865356206893921
bus,0.00021112292597535998
car,0.01077291276305914
cat,0.0
chair,0.0006812851643189788
cow,0.0003508917579893023
dining table,0.03422301262617111
dog,3.852816007565707e-05
horse,0.01455452386289835
motorbike,0.0
person,0.2173575609922409
potted plant,0.0
sheep,1.1222527973586693e-05
sofa,0.00802308414131403
train,0.00011848520080093294
tv monitor,3.925760029233061e-05
