class,iou
aeroplane,0.0
bicycle,0.0
bird,0.00021726403792854398
boat,0.006241208408027887
bottle,0.03001069650053978
bus,7.121483940863982e-05
car,0.00567200593650341
cat,0.0
chair,0.0006135808071121573
cow,8.31551369628869e-05
dining table,0.03491349145770073
dog,2.2214240743778646e-05
horse,0.009618211537599564
motorbike,0.0
person,0.22740289568901062
potted plant,0.0
sheep,1.1329143490002025e-05
sofa,0.006005554459989071
train,1.8602831914904527e-05
tv monitor,6.808699981775135e-05
