run,model,foreground_miou,foreground_pixel_acc,mean_class_acc
baseline,openclip_baseline,0.40156644582748413,0.5564563274383545,0.5680365562438965
epoch_1,atas_epoch1,0.37309685349464417,0.5342236757278442,0.592975914478302
epoch_2,atas_epoch2,0.36709854006767273,0.5242044925689697,0.5858227610588074
epoch_3,atas_epoch3,0.3604447841644287,0.5173690319061279,0.5788819193840027
epoch_4,atas_epoch4,0.335848331451416,0.4895963966846466,0.549363911151886
epoch_5,atas_epoch5,0.3334392011165619,0.4864617586135864,0.547046959400177
epoch_6,atas_epoch6,0.3287428617477417,0.4853687286376953,0.5461586713790894
